Speaker_A,ちょっと想像してみてください。
Speaker_A,あなたは配送板の運転席に座っています。
Speaker_A,猛の中で生き苦しさを感じてあ、
Speaker_A,前速の発作が起きそうになったとします。
Speaker_B,え、かなりパニックになる状況ですよね。
Speaker_A,はい。そこで慌てて助席のカに
Speaker_A,手を伸ばして入機を取り出そうとします。
Speaker_A,"その瞬間ダッシュボードに設置された
 AI カメラがあなたを"
Speaker_A,ロックオンして脇見運転してシステムに
Speaker_A,自動でフラグを立てるんです。 なるほど。
Speaker_A,"人間の切実な事情は完全に
無視されるわけですね。"
Speaker_B,"そうなんです。そしてあなたの
評価スコアが下がり、"
Speaker_B,"最悪の場合にはシステムから自動的に
ペナルティを貸される。"
Speaker_B,"これディストピア SF 映画の
ワンシーンじゃなくて完璧に"
Speaker_B,"計算されたアルゴリズムが骨とニコでできた
生の人間というなんというかノイズだらけの"
Speaker_B,"現実に衝突した時に今まさに起きている
日常なんですよね。"
Speaker_A,"いや、本当に筋が凍るような現実です。
 私たちが普段アルゴリズムによる最適化と"
Speaker_A,"聞くと A 地点から
 B 地点への最も効率的なルートを瞬時に"
Speaker_A,"弾き出すような無駄のないクリーンな魔法を
想像しがちじゃないですか?"
Speaker_B,ええ、便利なテクノロジーの恩恵みたいな。
Speaker_A,そうです。でももしその計算式に
Speaker_A,人間の身体的限界という変数が
Speaker_A,最初から結落していたらどうなるか。
Speaker_A,"今回の徹底的な探球ではその
見えない労働システムの"
Speaker_A,裏側に鋭く切り込んでいきます。
Speaker_B,"はい。あなたが次にスマホで
注文を確定するボタンを"
Speaker_B,"タップした瞬間その 背後でどんな
巨大なサイバーフィジカルシステムが"
Speaker_B,誰の汗とリスクを力にして回り始めるのかを
Speaker_B,解剖していくということですね。
Speaker_A,まさにその通りです。
Speaker_B,"今回の深掘りでは 2025 年から
 2026 年にかけての Amazon の"
Speaker_B,"内部約や PR 文書、労働組合が
発表した大規模な実態調査、"
Speaker_B,"そしてカリフォルニア大学行の
最新の行動解析データなど本当に"
Speaker_B,滝に渡る資料を付き合わせていきます。
Speaker_A,え、非常に後半なデータが揃っていますね。
Speaker_B,"まずは巨大な物流倉庫の
中 いわば閉鎖された空間の話から始めましょうか。"
Speaker_B,"労働組合のユニグローバルユニオンが
発表した大規模な調査報告書がありますよね。"
Speaker_A,"はい。 Amazon のパノプティコンと
対された報告書ですね。"
Speaker_A,あのパノプティコンというのは
Speaker_A,イギリスの哲学者ジェレミーベンサムが
Speaker_A,考案した監視者が姿を見せずに全収容者を
Speaker_A,監視できる形のことですが、
Speaker_B,"あの中央の塔から常に
見られているかもしれないという"
Speaker_B,"プレッシャーで囚人が自らを切り続けるという
 テムですね。"
Speaker_A,え、まさにそれです。現代の
Speaker_A,"巨大な倉庫ネットワークはハンドスキャナーや
 GPS、車内チャットアプリ、さらには"
Speaker_A,"車内カメラなどを使ってそのデジタル版の
パノプティコンとして機能しているんです。"
Speaker_B,この報告書の数字本当に強烈でしたよ。
Speaker_B,"調査に回答した倉行動者の実に
 71.4% がハンドスキャナーによって"
Speaker_B,"病単位で自分たちの生産性を
追跡されていると答えているんです。"
Speaker_A,"病単位ですからね。ここで重要なのはその
監視 が具体的にどのように"
Speaker_A,"行われているかというメカニズムです。
彼らが持っているスケナーは"
Speaker_A,"単なるバーコードリーダーではなくて
実質的なストップウォッチなんですよ。"
Speaker_B,ストップウォッチ。
Speaker_A,"はい。例えば一定時間アイテムを
スキャンしないと"
Speaker_A,"画面上でタイムオフタスクつまり
タスク離脱時間というタイマーが"
Speaker_A,文字通りカチカチと動き始めます。
Speaker_B,うわあ、それはプレッシャーですね。
Speaker_A,"ええ、労働者は自分の雇用が
脅やかされていく"
Speaker_A,"カウントダウンをリアルタイムで
見せつけられながら働き続けるわけです。"
Speaker_B,"そのシステムが
 現実の摩擦を完全に無視しているのが"
Speaker_B,本当に恐ろしいなと報告書の中に瓶長工、
Speaker_B,"いわゆる IBS という寿病を持ったアメリカの
労働者の証言がありましたよね。"
Speaker_A,"ありましたね。非常に
生々ましい証言でした。"
Speaker_B,人間が管理していればああ、
Speaker_B,"急にトイレに行きたくなる
病気なんだなとできることも"
Speaker_B,"アルゴリズムにとっては
単なるアイドリング時間の"
Speaker_B,釣化というエラーコードでしかない。
Speaker_A,全くその通りです。システムは
Speaker_A,人間をモデル化する際物理学の
Speaker_A,"事業でよくある摩擦のない
 真空状態のようなものを"
Speaker_A,前提にしていますからね。
Speaker_B,ああ、なるほど。摩擦のない真空状態。
Speaker_A,"はい。パッケージのサイズの
違いとか機彩のちょっとした不具合、"
Speaker_A,あるいはカレーによる体力の低下といった
Speaker_A,"現実空間の摩擦を一切計算に
入れていないんです。"
Speaker_B,"それを裏付けるように
ポーランドの労働者への"
Speaker_B,"調査では 66% がこの監視によって
精神的健康に悪影響が出ていると"
Speaker_B,"回答しています。身体的な影響が
 54% なのでそれよりもメンタルへの"
Speaker_B,ダメージの方が大きいんですよ。
Speaker_A,"人間性を 剥奪されるプロサスそのものですよね。
機械の効率性を人間にそのまま"
Speaker_A,"適用すると安全管理の
ツールだったはずのものが"
Speaker_A,"解雇の脅威という会メカニズムに
反転してしまうんです。"
Speaker_B,"彼らにとって私たちは人間ではなく
完全に交換可能な機械の歯車だという"
Speaker_B,必な声もありました。これってプレイヤーの
Speaker_B,"疲労を一切無視して難易度が無限に
上がり続けるビデオゲームみたいなもので"
Speaker_A,しかもリセットボタンはない。
Speaker_B,そうないんです。システムが現実世界の
Speaker_B,"バグを計算から除外しているせいで
 生身の人間が自分の寿命とかメントを"
Speaker_B,削ってその穴を補填している。
Speaker_B,これぞまさに見えないコストですよね。
Speaker_A,"そしてそうやって押し付けられた
コストが倉庫空間から路上へと"
Speaker_A,飛び出した時さに複雑でメタ的な問題を
Speaker_A,引き起こします。
Speaker_B,ということは視点を義エコノミー街中を
Speaker_B,"走り回るフードデリバリーの
配達たちに移すわけですね。"
Speaker_A,"ええ、ここでカリフォルニア大学バークレーが
 2024 年に発表した非常に興味深い博士論文の"
Speaker_A,データを見てみましょう。
Speaker_A,"テーマは極端な暑さと音で
 フードデリバリードライバーの"
Speaker_A,危険運転の相関係です。
Speaker_B,この研究の素晴ましいところは配達員への
Speaker_B,アンケートみたいな主観的なデータに
Speaker_B,頼っていないってんですよね。
Speaker_A,"そうなんです。交差点の真上に
ドローンを飛ばして俯瞰映像を"
Speaker_A,"撮影してドライバーのスマホの
 GPS データと照らし合わせて解析しているんです。"
Speaker_B,バイクの速度とか加速度といった
Speaker_B,"物理的な動きを極めて客観的な
運動学的データとして丸裸にしたわけですね。"
Speaker_A,"はい。そこで浮き彫りになったのが
気候変動による猛と"
Speaker_A,"プラットフォームからの
 インセンティブという 2"
Speaker_A, つの要素が合わさった時の危険性です。
Speaker_B,"ちょっと待ってください。
ここで素朴の疑問なんですけど、"
Speaker_B,"インセンティブつまり今このエリアで
配達すれば報酬を割り増ししますよという"
Speaker_B,"通知って労働者にとっては
稼ぐチャンスですよね。"
Speaker_A,ええ、一般的な感覚だとそう思いますよね。
Speaker_B,"単純に考えればボーナスがもらえるなら
良いことなんじゃないかと思うんですが。"
Speaker_A,ところはドローンが捉えた客観的なデータは
Speaker_A,全く別の物語を語っていました。
Speaker_A,従来の雇用主なら信号を無視してでも
Speaker_A,早く走れとは絶対に命令しません。
Speaker_A, 法的責任を問われますからね。
Speaker_B,"はい。直接命令すれば企業の
責任になりますね。"
Speaker_A,"その代わりプラットフォーム企業は
アルゴリズムを使ってこのカウントダウンが"
Speaker_A,終わるまでにタスクをこなせば
Speaker_A,"報酬が跳ね上がるという
環境だけを提示するんです。"
Speaker_B,なるほど。関節的な労働統制ですね。
Speaker_B,"自発的にリスクを取らせるようにし
向けている罠のようなものだと。"
Speaker_A,まさにデータを見るとインセンティブが
Speaker_A,"発生しているタスクでは
 85%速度、つまり上位の"
Speaker_A,"スピードを出すドライバーたちの速度が
平均して時速約 2km 上昇しています。"
Speaker_B,"時速 2kg 数字だけ引くとそこまで
大きくないように感じますが"
Speaker_A,いや、これが致名的なんです。
Speaker_A,時速 60km 以上のスピード違反を
Speaker_A,"犯かす確率で見るとなんと
 1.61 倍に増しているんですよ。"
Speaker_B,"うわあ、 1.6 倍以上ですか。しかもそこに
猛という環境変数が加わるんですよね。"
Speaker_A,"はい。気温が 1 度上がるごとに
スピード違反の"
Speaker_A,"確率が 9% 増加するという
明確な相関係が出ています。"
Speaker_B,猛で認知能力が低下して肉体的にも
Speaker_B,"限界なところにスマホの画面であと
 3 分でボーナス確定というタイマーが"
Speaker_B,点滅しているわけだ。
Speaker_A,"アルゴリズム は人間の
生理的限界なんて考慮しません。"
Speaker_A,"むしろ極端な熱厚さのような
誰も外に出たくない"
Speaker_A,"過酷な状況でこそ需要が増するので
強力なインセンティブを発動させます。"
Speaker_B,"あのそれってつまりリスナーのあなたが
今日は暑すぎるから"
Speaker_B,霊帯な飲み物でもデリバリーしてもらおうと
Speaker_B,"思ってアプリを開きちょっと
高めの配送量を払ったとしますよね。"
Speaker_A,えー、よくある日常の風景です。
Speaker_B,"その何気ない利弁性の消費が
プラットフォームの計算式を"
Speaker_B,経由して地元の交差点におけるバイクの
Speaker_B,"爆走という物理的な自己トラ リスクに
直接変換されているってことじゃないですか?"
Speaker_A,そのメタ的な資こそが重要なんです。
Speaker_A,私たちが払う排用やチップが結果的に街中の
Speaker_A,"安全性を変動させるアルゴリズムの
変数になっている。"
Speaker_A,しかもそのリスクは企業ではなく
Speaker_A,"ドライバーや一般市民が
負担しているんです。"
Speaker_B,"見事なリスクの外部化ですね。
そしてその責任の"
Speaker_B,"回避というキーワードで最新の
 2025 年から 2026"
Speaker_B, 年にかけての動きに移りたいと思います。
Speaker_A,"Amazon の 最新の PR 戦略と労働組合の
 学校からの対立ですね。"
Speaker_B,"はい。資料によると
 Amazon は DSP つまり配送サービスパートナープログラムに"
Speaker_B,対して 19 億ドルもの許投資を行い、さらに
Speaker_B,"顧客がアプリからドライバーに感謝を伝える
 3 マドライバーというプログラムを"
Speaker_B,展開しています。
Speaker_A,"企業側の主張によればこの許投資は
 AI を活用した安全対策やドライバーの"
Speaker_A,対遇向のためのものです。
Speaker_B,消費者目線で見てもアプリのボタンを
Speaker_B,"ワンタップするだけで荷物を届けてくれた
ドライバーに直接感謝を伝えられるなんて"
Speaker_B,"クノロジーを使 すごく温かいアプローチに
見えますよね。"
Speaker_A,表面上は素晴らしい取り組みに見えます。
Speaker_A,しかし私たちはこのサンクマドライバーの
Speaker_A,公式規約の細かい字を隅々みまで
Speaker_A,読み込んでみました。
Speaker_B,"はい。そこには全く別の
顔が隠されていましたよね。"
Speaker_B,まずドライバーがこのプログラムに
Speaker_B,"参加するには自分の個人情報を
 Amazon に提供してその収集と"
Speaker_B,利用に同意しなければならない。
Speaker_A,"ええ。そしてさらに驚くべきは
面積事項の徹底ぶりです。"
Speaker_B,そうなんです。システムのエラーや
Speaker_B,"プログラムの中段終了 に対して
 AMゾン側は一切の"
Speaker_B,"法的責任を追わないといかなる
損害賠償からも解放されるという"
Speaker_B,"ガチガチの防護壁は何十にも
張り巡らされています。"
Speaker_A,"この規約の構造が示しているのは
私たちは彼らの直接の雇用主ではないという"
Speaker_A,"建前を絶対に崩さないための
極めて高度なホーム戦略です。"
Speaker_B,外部企業をに挟むことで法的な責任は
Speaker_B,回避しつつさっきの監視カメラや
Speaker_B,アルゴリズムによる実質的な労働は
Speaker_B,手放さないわけですね。
Speaker_A,はい。それに対してアメリカ が
Speaker_A,"最強の労働組合の
 1 つであるチームスターズ 3"
Speaker_A," の ALU IBT ローカル 1
 が非常に強烈な生命を出しています。"
Speaker_B,"2025 年 10 月の生命ですね。
こんなものは 10"
Speaker_B," 億ドルをかけた単なる
 PR スタントつまり宣伝行為だと一等量談しています。"
Speaker_A,組み合い側の主張は明確です。
Speaker_A,"貧困レベルの賃金や業界平均よりも高い
負傷率そして組み合いつぶしから世間の"
Speaker_A,目を育らさせるための円幕だと。
Speaker_B,"労働者が必要としているのは
 ではなくて安全基準や賃金について"
Speaker_B,"企業と対当に交渉するための
権力であるという言葉が印象的でした。"
Speaker_A,企業側は AI やテクノロジーで
Speaker_A,安全と効率を最適化しようと主張し、
Speaker_A,労働者側はそれが統制の強化に過ぎないと
Speaker_A,反発しているこの構造的な衝突です。
Speaker_B,"私はこのシステムを一種の感謝の
ゲームミフィケーションだと感じたんですよね。"
Speaker_A,感謝のゲームフィケーションですか?
Speaker_B,"はい。消費者はアプリで
 3 級ボタンを押すだけで"
Speaker_B,"何か社会に良いことをした気分に
 なれる中性ヨーロッパの"
Speaker_B,"免財府みたいなものです。
でも実際にはその善意のクリックが"
Speaker_B,構造的な問題を隠すために利用されている。
Speaker_A,"非常に鋭い指摘です。
消費者である私たちがワンクリックで"
Speaker_A,完結させている経済活動のすぐ裏側で
Speaker_A,"エリートたちが作った高度なホーム PR 戦略と
生みの労働運動が激突しているわけです。"
Speaker_B,まさに見えない労働システムですね。
Speaker_B,"さて、今回の徹底的な探球も
終わりに近づいてきました。"
Speaker_A,"ええ、本当に多く
 の視点を付け合わせることができましたね。"
Speaker_B,はい。あなたが次にオンラインで商品を
Speaker_B,注文してそれが驚くべきスピードで
Speaker_B,玄関先に届いた時、そのパッケージは
Speaker_B,単なる商品ではありません。
Speaker_A,"アルゴリズムの冷酷な計算、
気候変動による過酷な環境、"
Speaker_A,"そして労働者の肉体的精神的限界が複雑に
絡み合った結果の産物なんですよね。"
Speaker_B,"ええ、最後にリスナーの皆さんに
 1 つ思考実験を提示して終わりたいと"
Speaker_B,思います。
Speaker_A,はい。どんな思考実験でしょうか?
Speaker_B,"もし今後気候変動がさらに
 進行して都市の気が人間の"
Speaker_B,活動限界を向的に超えるようになった
Speaker_B,"時アルゴリズムは人間の生理的な限界に
合わせて自らをサイプログラミングするのでしょうか?"
Speaker_A,それとも
Speaker_B,"それとも生みの人間を完全に
排除して無人ドローンや"
Speaker_B,"ロボットへと置き換えるその
日までインセンティブという名の鞭知で"
Speaker_B,"人間を極限まで駆動し続けるのでしょうか
?人間を最適化するようとするシステムのきつく"
Speaker_B,"先は人間の適用かそれとも排除か
 非常に重い、そして避けては通れない問ですね。"
Speaker_A,"ええ、この答えを出すのはシステムを
設計する企業だけでなく、"
Speaker_A,"その利便性を日々消費し続けている
私たち自身なのかもしれません。"
Speaker_A,"ということで今回の
深掘りはここまでとさせていただきます。"
